observer,date,site,start_time,end_time,time_of_capture,body_temperature_c,microhabitat_type,microhabitat_temperature_c,species_capture,life_stage,sex,bd_swab_tube_id,dry_swab_tube_id,crispr_swab_tube_id,bacterial_swab_tube_id,mucusome_id,amp_id_1,amp_id_2,amp_id_3,amp_id_4,antibody_id_1,antibody_id_2,antibody_id_3,antibody_id_4,toe_clip_tube_id,capture_comments,survey_time,detection_type,temp_cap_id
sydney dawson,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:32:00,22:13:00,26.7,tree/log/bush (lower than 1m),NA,Hyla versicolor,adult,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,97
emily jolly,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:31:00,22:13:00,27.7,water,28,Rana catesbeiana,adult,female,BdSwab00123,NA,NA,BacSwab00122,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00045,NA,night,capture,98
myah madril,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:32:00,22:14:00,24.3,wet ground,23.4,Hyla versicolor,adult,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,99
brandon hoenig,2022-06-15T00:00:00Z,tuttle pond,22:02:00,23:32:00,22:14:00,27.1,water,27,Rana catesbeiana,juvenile,unknown,BdSwab00128,NA,NA,BacSwab00127,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00039,NA,night,capture,100
sydney dawson,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:32:00,22:16:00,24.5,emergent vegetation (lower than 1m),24.6,Rana catesbeiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,101
emily jolly,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:31:00,22:19:00,28.1,tree/log/bush (lower than 1m),28.5,Hyla versicolor,adult,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,102
myah madril,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:32:00,22:20:00,25,wet ground,24.2,Rana catesbeiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,103
emily jolly,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:31:00,22:23:00,28.8,water,28.7,Rana catesbeiana,adult,female,BdSwab00124,NA,NA,BacSwab00123,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00044,NA,night,capture,104
brandon hoenig,2022-06-15T00:00:00Z,tuttle pond,22:02:00,23:32:00,22:23:00,25.9,water,25.6,Rana catesbeiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,105
sydney dawson,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:32:00,22:27:00,24.4,water,24.4,Rana catesbeiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,106
myah madril,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:32:00,22:28:00,25.1,water,24.4,Rana catesbeiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,107
brandon hoenig,2022-06-15T00:00:00Z,tuttle pond,22:02:00,23:32:00,22:32:00,NA,tree/log/bush (higher than 1m),NA,Hyla versicolor,adult,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,108
sydney dawson,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:32:00,22:35:00,24.6,water,24.4,Rana catesbeiana,adult,female,BdSwab00126,NA,NA,BacSwab00125,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00043,NA,night,capture,109
emily jolly,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:31:00,22:37:00,27.2,tree/log/bush (lower than 1m),27.3,Rana clamitans,juvenile,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,110
brandon hoenig,2022-06-15T00:00:00Z,tuttle pond,22:02:00,23:32:00,22:46:00,25.4,emergent vegetation (lower than 1m),25.4,Rana clamitans,juvenile,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,111
emily jolly,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:31:00,22:47:00,27.1,water,27.2,Rana catesbeiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,112
emily jolly,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:31:00,22:50:00,27.2,water,27.2,Rana catesbeiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,113
myah madril,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:32:00,22:53:00,26.2,water,26.2,Rana catesbeiana,adult,female,BdSwab00120,NA,NA,BacSwab00119,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00049,NA,night,capture,114
sydney dawson,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:32:00,22:54:00,25.3,emergent vegetation (higher than 1m),25.3,Hyla versicolor,adult,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,115
emily jolly,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:31:00,22:55:00,26.7,wet ground,26.8,Rana catesbeiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,116
brandon hoenig,2022-06-15T00:00:00Z,tuttle pond,22:02:00,23:32:00,22:59:00,26.4,emergent vegetation (lower than 1m),26.4,Rana catesbeiana,adult,female,BdSwab00125,NA,NA,BacSwab00124,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00042,NA,night,capture,117
myah madril,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:32:00,23:01:00,25,tree/log/bush (lower than 1m),24.9,Rana catesbeiana,juvenile,unknown,BdSwab00121,NA,NA,BacSwab00120,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00048,NA,night,capture,118
emily jolly,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:31:00,23:01:00,27,tree/log/bush (lower than 1m),27,Rana catesbeiana,adult,female,BdSwab00129,NA,NA,BacSwab00128,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00040,NA,night,capture,119
emily jolly,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:31:00,23:04:00,27.2,water,27.2,Rana catesbeiana,adult,female,BdSwab00119,NA,NA,BacSwab00118,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00047,NA,night,capture,120
emily jolly,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:31:00,23:08:00,27.1,water,27.2,Rana clamitans,juvenile,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,121
myah madril,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:32:00,23:17:00,26.7,tree/log/bush (lower than 1m),25.8,Rana catesbeiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,122
emily jolly,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:31:00,23:25:00,27.2,water,NA,Rana catesbeiana,juvenile,unknown,BdSwab00127,NA,NA,BacSwab00126,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00041,NA,night,capture,123
sydney dawson,2022-06-15T00:00:00Z,tuttle pond,21:58:00,23:32:00,23:30:00,22.8,water,22.7,Rana catesbeiana,juvenile,unknown,BdSwab00122,NA,NA,BacSwab00121,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00046,NA,night,capture,124
emily jolly,2022-06-22T00:00:00Z,tryon-weber,10:49:00,12:13:00,10:55:00,21,tree/log/bush (lower than 1m),21.2,Desmognathus ochrophaeus,adult,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,125
NA,2022-06-22T00:00:00Z,tryon-weber,10:55:00,12:12:00,11:07:00,NA,water,23.4,Unknown,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,126
myah madril,2022-06-22T00:00:00Z,tryon-weber,10:50:00,12:12:00,11:08:00,18.6,wet ground,18.2,Desmognathus fuscus,adult,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,127
NA,2022-06-22T00:00:00Z,tryon-weber,10:55:00,12:12:00,11:26:00,NA,wet ground,19.9,Eurycea bislineata,adult,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,128
emily jolly,2022-06-22T00:00:00Z,tryon-weber,10:49:00,12:13:00,11:27:00,NA,water,19.6,Unknown,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,129
NA,2022-06-22T00:00:00Z,tryon-weber,10:55:00,12:12:00,11:30:00,21.6,wet ground,21.2,Eurycea bislineata,adult,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,130
emily jolly,2022-06-22T00:00:00Z,tryon-weber,10:49:00,12:13:00,11:33:00,NA,water,19.4,Unknown,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,131
NA,2022-06-22T00:00:00Z,tryon-weber,10:55:00,12:12:00,11:35:00,NA,water,20.9,Eurycea bislineata,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,132
NA,2022-06-22T00:00:00Z,tryon-weber,10:55:00,12:12:00,11:38:00,NA,wet ground,18.9,Pseudotriton ruber,adult,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,133
emily jolly,2022-06-22T00:00:00Z,tryon-weber,10:49:00,12:13:00,11:47:00,NA,water,20.4,Unknown,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,134
myah madril,2022-06-22T00:00:00Z,tryon-weber,10:50:00,12:12:00,11:55:00,18.8,wet ground,18.9,Eurycea bislineata,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,135
sydney dawson,2022-06-22T00:00:00Z,tryon-weber,10:58:00,12:12:00,11:56:00,20.1,wet ground,20,Desmognathus fuscus,adult,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,136
emily jolly,2022-06-22T00:00:00Z,tryon-weber,10:49:00,12:13:00,11:56:00,NA,water,20.8,Unknown,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,137
myah madril,2022-06-22T00:00:00Z,tryon-weber,10:50:00,12:12:00,12:02:00,19.3,wet ground,19.5,Desmognathus fuscus,adult,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,138
emily jolly,2022-06-22T00:00:00Z,tryon-weber,10:49:00,12:13:00,12:10:00,NA,tree/log/bush (lower than 1m),21.5,Desmognathus ochrophaeus,adult,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,139
emily jolly,2022-06-23T00:00:00Z,tryon-weber,11:01:00,12:33:00,10:40:00,NA,wet ground,18.3,Desmognathus fuscus,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,140
emily jolly,2022-06-23T00:00:00Z,tryon-weber,11:01:00,12:33:00,10:40:00,NA,wet ground,18.3,Plethodon glutinosus,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,141
myah madril,2022-06-23T00:00:00Z,tryon-weber,10:40:00,12:33:00,11:05:00,18.5,wet ground,18.3,Desmognathus ochrophaeus,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,142
emily jolly,2022-06-23T00:00:00Z,tryon-weber,11:01:00,12:33:00,11:06:00,NA,water,18.1,Unknown,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,143
sydney dawson,2022-06-23T00:00:00Z,tryon-weber,10:40:00,12:33:00,11:10:00,NA,water,17.1,Unknown,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,144
emily jolly,2022-06-23T00:00:00Z,tryon-weber,11:01:00,12:33:00,11:25:00,NA,water,18.2,Unknown,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,145
myah madril,2022-06-23T00:00:00Z,tryon-weber,10:40:00,12:33:00,11:28:00,18.1,water,18.1,Unknown,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,146
myah madril,2022-06-23T00:00:00Z,tryon-weber,10:40:00,12:33:00,11:32:00,18.1,wet ground,18,Eurycea bislineata,adult,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,147
emily jolly,2022-06-23T00:00:00Z,tryon-weber,11:01:00,12:33:00,11:37:00,NA,water,18.3,Desmognathus fuscus,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,148
myah madril,2022-06-23T00:00:00Z,tryon-weber,10:40:00,12:33:00,11:40:00,18.2,water,18.2,Unknown,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,149
sydney dawson,2022-06-23T00:00:00Z,tryon-weber,10:40:00,12:33:00,11:46:00,NA,wet ground,16.2,Desmognathus fuscus,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,150
myah madril,2022-06-23T00:00:00Z,tryon-weber,10:40:00,12:33:00,11:52:00,19.2,wet ground,18.8,Desmognathus ochrophaeus,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,151
emily jolly,2022-06-23T00:00:00Z,tryon-weber,11:01:00,12:33:00,11:56:00,NA,wet ground,16.7,Desmognathus fuscus,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,152
myah madril,2022-06-23T00:00:00Z,tryon-weber,10:40:00,12:33:00,11:58:00,16.3,water,16.1,Unknown,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,153
myah madril,2022-06-23T00:00:00Z,tryon-weber,10:40:00,12:33:00,12:04:00,18.7,wet ground,18.5,Desmognathus ochrophaeus,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,154
sydney dawson,2022-06-23T00:00:00Z,tryon-weber,10:40:00,12:33:00,12:04:00,NA,wet ground,18.5,Unknown,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,155
sydney dawson,2022-06-23T00:00:00Z,tryon-weber,10:40:00,12:33:00,12:08:00,NA,wet ground,18.7,Desmognathus ochrophaeus,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,156
emily jolly,2022-06-23T00:00:00Z,tryon-weber,11:01:00,12:33:00,12:13:00,NA,wet ground,19,Plethodon cinereus,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,157
myah madril,2022-06-23T00:00:00Z,tryon-weber,10:40:00,12:33:00,12:17:00,18.2,dry ground,18.3,Desmognathus ochrophaeus,adult,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,158
sydney dawson,2022-06-23T00:00:00Z,tryon-weber,10:40:00,12:33:00,12:25:00,NA,leaf litter,25.6,Notophthalmus viridescens,adult,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,159
emily jolly,2022-06-23T00:00:00Z,tryon-weber,11:01:00,12:33:00,12:26:00,NA,leaf litter,20.1,Desmognathus ochrophaeus,adult,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,160
myah madril,2022-06-23T00:00:00Z,tryon-weber,10:40:00,12:33:00,12:28:00,19.3,tree/log/bush (lower than 1m),19.2,Plethodon glutinosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,161
myah madril,2022-06-23T00:00:00Z,tryon-weber,10:40:00,12:33:00,12:28:00,19.3,tree/log/bush (lower than 1m),19.2,Desmognathus fuscus,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,162
myah madril,2022-06-23T00:00:00Z,tryon-weber,10:40:00,12:33:00,12:28:00,19.3,tree/log/bush (lower than 1m),19.2,Plethodon glutinosus,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,163
myah madril,2022-06-23T00:00:00Z,tryon-weber,10:40:00,12:33:00,12:33:00,19.1,tree/log/bush (lower than 1m),19,Desmognathus ochrophaeus,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,capture,164
brandon hoenig,2022-06-23T00:00:00Z,tryon-weber,21:47:00,22:27:00,21:47:00,NA,wet ground,16.6,Eurycea bislineata,adult,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,165
emily jolly,2022-06-23T00:00:00Z,tryon-weber,21:48:00,22:27:00,21:56:00,18.9,wet ground,18.8,Rana clamitans,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,166
brandon hoenig,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,22:38:00,20.8,water,21.9,Rana catesbeiana,adult,female,BdSwab00136,DrySwab00017,CRSwab00006,BacSwab00135,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00057,NA,night,capture,167
myah madril,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,22:38:00,17.9,dry ground,19.2,Rana clamitans,adult,female,NA,DrySwab00028,CRSwab00017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,168
myah madril,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,22:39:00,23.5,water,23.1,Rana catesbeiana,juvenile,unknown,BdSwab00144,DrySwab00025,CRSwab00014,BacSwab00143,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00062,NA,night,capture,169
brandon hoenig,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,22:41:00,21.2,emergent vegetation (lower than 1m),21.6,Rana catesbeiana,juvenile,unknown,BdSwab00137,DrySwab00018,CRSwab00007,BacSwab00136,MucBath00038,AMPBath00048,NA,NA,NA,AntiBod00048,NA,NA,NA,NA,NA,night,capture,170
sydney dawson,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,22:45:00,18.3,wet ground,18.9,Rana clamitans,adult,male,NA,DrySwab00033,CRSwab00022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,171
brandon hoenig,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,22:45:00,18.6,wet ground,19.6,Rana clamitans,adult,male,NA,DrySwab00031,CRSwab00020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,172
myah madril,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,22:50:00,22.9,water,22.7,Rana catesbeiana,juvenile,unknown,BdSwab00145,DrySwab00026,CRSwab00015,BacSwab00144,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00059,NA,night,capture,173
sydney dawson,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,22:51:00,17.4,wet ground,16.4,Rana clamitans,adult,female,NA,DrySwab00029,CRSwab00018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,174
sydney dawson,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,22:55:00,20.4,water,22.5,Rana catesbeiana,adult,male,BdSwab00141,DrySwab00022,CRSwab00011,BacSwab00140,MucBath00042,AMPBath00042,NA,NA,NA,AntiBod00042,NA,NA,NA,ToeClip00058,NA,night,capture,175
myah madril,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,22:55:00,21.4,wet ground,16.1,Rana clamitans,adult,male,NA,DrySwab00032,CRSwab00021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,176
brandon hoenig,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,22:55:00,16.4,dry ground,14.7,Rana clamitans,adult,male,NA,DrySwab00030,CRSwab00019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,177
myah madril,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,23:03:00,18.7,wet ground,18.9,Rana catesbeiana,adult,female,BdSwab00134,DrySwab00015,CRSwab00004,BacSwab00133,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00056,NA,night,capture,178
myah madril,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,23:06:00,22.1,water,22.4,Rana catesbeiana,juvenile,unknown,BdSwab00131,DrySwab00012,CRSwab00001,BacSwab00130,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00060,NA,night,capture,179
sydney dawson,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,23:11:00,17.1,tree/log/bush (lower than 1m),16.5,Rana catesbeiana,adult,male,BdSwab00138,DrySwab00019,CRSwab00008,BacSwab00137,MucBath00039,AMPBath00039,NA,NA,NA,AntiBod00039,NA,NA,NA,ToeClip00055,NA,night,capture,180
sydney dawson,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,23:17:00,NA,water,226,Rana catesbeiana,juvenile,unknown,BdSwab00133,DrySwab00014,CRSwab00003,BacSwab00132,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00061,NA,night,capture,181
brandon hoenig,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,23:19:00,21.3,water,22.3,Rana catesbeiana,juvenile,unknown,BdSwab00142,DrySwab00023,CRSwab00012,BacSwab00141,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00051,NA,night,capture,182
sydney dawson,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,23:21:00,22.5,water,22.4,Rana catesbeiana,adult,female,BdSwab00132,DrySwab00013,CRSwab00002,BacSwab00131,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00050,NA,night,capture,183
myah madril,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,23:25:00,17.9,wet ground,14.1,Rana catesbeiana,adult,female,BdSwab00140,DrySwab00021,CRSwab00010,BacSwab00139,MucBath00041,AMPBath00041,NA,NA,NA,AntiBod00041,NA,NA,NA,ToeClip00054,NA,night,capture,184
brandon hoenig,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,23:26:00,22.4,water,21.3,Rana catesbeiana,juvenile,unknown,BdSwab00143,DrySwab00024,CRSwab00013,BacSwab00142,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00052,NA,night,capture,185
sydney dawson,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,23:33:00,16.4,wet ground,17,Rana clamitans,juvenile,unknown,NA,DrySwab00034,CRSwab00023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,186
brandon hoenig,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,23:36:00,20.4,water,22.6,Rana catesbeiana,adult,female,BdSwab00139,DrySwab00020,CRSwab00009,BacSwab00138,MucBath00040,AMPBath00040,NA,NA,NA,AntiBod00040,NA,NA,NA,ToeClip00053,NA,night,capture,187
sydney dawson,2022-06-27T00:00:00Z,vorisek pond,22:34:00,23:58:00,23:42:00,16.9,wet ground,15.6,Rana clamitans,adult,female,NA,DrySwab00027,CRSwab00016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,188
sydney dawson,2022-06-28T00:00:00Z,vorisek pond,21:41:00,NA,21:45:00,16.3,wet ground,18.8,Rana catesbeiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,189
myah madril,2022-06-28T00:00:00Z,vorisek pond,21:39:00,23:09:00,21:47:00,22.1,water,22.7,Rana catesbeiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,190
sydney dawson,2022-06-28T00:00:00Z,vorisek pond,21:41:00,NA,21:52:00,15.4,dry ground,18.8,Rana clamitans,adult,male,BdSwab00146,DrySwab00035,CRSwab00024,BacSwab00145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,191
myah madril,2022-06-28T00:00:00Z,vorisek pond,21:39:00,23:09:00,21:53:00,21.7,water,21.9,Rana catesbeiana,juvenile,unknown,BdSwab00148,DrySwab00037,CRSwab00026,BacSwab00147,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00065,NA,night,capture,192
brandon hoenig,2022-06-28T00:00:00Z,vorisek pond,21:39:00,23:09:00,21:58:00,23.4,water,23.6,Rana catesbeiana,juvenile,unknown,BdSwab00149,DrySwab00038,CRSwab00027,BacSwab00148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,193
myah madril,2022-06-28T00:00:00Z,vorisek pond,21:39:00,23:09:00,22:00:00,22.1,water,22.5,Rana catesbeiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,194
sydney dawson,2022-06-28T00:00:00Z,vorisek pond,21:41:00,NA,22:08:00,22.4,water,24,Rana catesbeiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,195
brandon hoenig,2022-06-28T00:00:00Z,vorisek pond,21:39:00,23:09:00,22:10:00,17.4,dry ground,18.3,Rana catesbeiana,juvenile,unknown,BdSwab00147,DrySwab00036,CRSwab00025,BacSwab00146,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00064,NA,night,capture,196
myah madril,2022-06-28T00:00:00Z,vorisek pond,21:39:00,23:09:00,22:14:00,21.7,water,22.2,Rana catesbeiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,night,capture,197
myah madril,2022-06-28T00:00:00Z,vorisek pond,21:39:00,23:09:00,22:20:00,22.4,water,22.6,Rana catesbeiana,adult,female,BdSwab00150,DrySwab00039,CRSwab00028,BacSwab00149,NA,NA,NA,NA,NA,NA,NA,NA,NA,ToeClip00063,NA,night,capture,198
